setting,qs,seed,group,regularization,selection,reference,budget_mode,quantum_ood,classical_ood,delta,ms,size,dataset
toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,123,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9336310095384418,0.9274054157864412,0.006225593752000602,123,1000,toniot
toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,999,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9591037493579866,0.965010272213662,-0.005906522855675389,123,1000,toniot
toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,999,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9591037493579866,0.965010272213662,-0.005906522855675389,123,1000,toniot
toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,999,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9591037493579866,0.965010272213662,-0.005906522855675389,123,1000,toniot
toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,2024,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9719288137763268,0.9678637731259204,0.00406504065040636,123,1000,toniot
toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,2024,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9719288137763268,0.9678637731259204,0.00406504065040636,123,1000,toniot
toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,2024,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9719288137763268,0.9678637731259204,0.00406504065040636,123,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.967402649538338,0.957968687274187,0.009433962264150941,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.967402649538338,0.957968687274187,0.009433962264150941,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.967402649538338,0.957968687274187,0.009433962264150941,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9641188144164906,0.9681838550668972,-0.004065040650406582,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9641188144164906,0.9681838550668972,-0.004065040650406582,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9641188144164906,0.9681838550668972,-0.004065040650406582,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.935934396822346,0.9387853161637516,-0.002850919341405578,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9489877634697932,0.9387853161637516,0.010202447306041584,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.935934396822346,0.9387853161637516,-0.002850919341405578,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9591328783621036,0.944239261340827,0.014893617021276562,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9591328783621036,0.944239261340827,0.014893617021276562,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9591328783621036,0.944239261340827,0.014893617021276562,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9434874487704918,0.9656442110655736,-0.02215676229508179,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9454405737704918,0.9656442110655736,-0.02020363729508179,42,1000,toniot
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9434874487704918,0.9656442110655736,-0.02215676229508179,42,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9529111239637555,0.9531681768523874,-0.00025705288863187015,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9529111239637555,0.9531681768523874,-0.00025705288863187015,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9529111239637555,0.9531681768523874,-0.00025705288863187015,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9516676269124896,0.9516676269124896,0.0,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9516676269124896,0.9516676269124896,0.0,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9516676269124896,0.9516676269124896,0.0,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.957623049219688,0.9577030812324928,-8.003201280482042e-05,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.957623049219688,0.9577030812324928,-8.003201280482042e-05,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.957623049219688,0.9577030812324928,-8.003201280482042e-05,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.930357975277684,0.9598141807718892,-0.029456205494205134,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.930357975277684,0.9598141807718892,-0.029456205494205134,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.930357975277684,0.9598141807718892,-0.029456205494205134,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,42,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9416970744510594,0.9537001472376928,-0.012003072786633373,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,123,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9397285705140516,0.9537001472376928,-0.013971576723641244,999,1000,toniot
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,999,toniot_scanning_m2_centroid,train_cv,id_val,customary,native,0.9416970744510594,0.9537001472376928,-0.012003072786633373,999,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9740253504897254,0.9862204724409448,-0.012195121951219412,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9740253504897254,0.9862204724409448,-0.012195121951219412,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9740253504897254,0.9862204724409448,-0.012195121951219412,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9846153846153848,0.9717948717948718,0.012820512820512997,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9846153846153848,0.9717948717948718,0.012820512820512997,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9942307692307693,0.9717948717948718,0.022435897435897467,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9900873979821349,0.9900873979821349,0.0,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9900873979821349,0.9900873979821349,0.0,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9900873979821349,0.9900873979821349,0.0,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9738762381782976,0.984189723320158,-0.010313485141860368,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9738762381782976,0.984189723320158,-0.010313485141860368,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9738762381782976,0.984189723320158,-0.010313485141860368,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9707050327456724,0.9958847736625516,-0.025179740916879134,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9707050327456724,0.9958847736625516,-0.025179740916879134,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9707050327456724,0.9958847736625516,-0.025179740916879134,123,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9762743340163936,0.9938524590163936,-0.017578125,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9762743340163936,0.9938524590163936,-0.017578125,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9762743340163936,0.9938524590163936,-0.017578125,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9762572293692624,0.9819045482945898,-0.005647318925327438,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9762572293692624,0.9819045482945898,-0.005647318925327438,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9762572293692624,0.9819045482945898,-0.005647318925327438,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9780263747519364,0.9879329108251712,-0.009906536073234773,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9780263747519364,0.9879329108251712,-0.009906536073234773,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9780263747519364,0.9879329108251712,-0.009906536073234773,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9835466764927344,0.9896265560165975,-0.00607987952386313,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9835466764927344,0.9896265560165975,-0.00607987952386313,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9835466764927344,0.9896265560165975,-0.00607987952386313,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.990272373540856,0.963411314470545,0.026861059070311,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.990272373540856,0.963411314470545,0.026861059070311,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.990272373540856,0.963411314470545,0.026861059070311,42,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.981060606060606,0.9820557267591166,-0.0009951206985105987,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9551874678993324,0.9820557267591166,-0.026868258859784167,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.981060606060606,0.9820557267591166,-0.0009951206985105987,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.988593155893536,0.9923954372623572,-0.0038022813688212143,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.988593155893536,0.9923954372623572,-0.0038022813688212143,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.988593155893536,0.9923954372623572,-0.0038022813688212143,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9315394603953252,0.9776928132865228,-0.0461533528911976,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9315394603953252,0.9776928132865228,-0.0461533528911976,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.9315394603953252,0.9776928132865228,-0.0461533528911976,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.989451476793249,0.9476263817362148,0.041825095057034134,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.989451476793249,0.9476263817362148,0.041825095057034134,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.989451476793249,0.9476263817362148,0.041825095057034134,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,42,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.941025641025641,0.9814102564102564,-0.04038461538461535,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,123,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.941025641025641,0.9814102564102564,-0.04038461538461535,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,999,toniot_scanning_natural_cur,train_cv,id_val,customary,native,0.941025641025641,0.9814102564102564,-0.04038461538461535,999,1000,toniot
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8786409320786122,0.8830900710581908,-0.0044491389795786596,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8786409320786122,0.8830900710581908,-0.0044491389795786596,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8786409320786122,0.8830900710581908,-0.0044491389795786596,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9025857654889912,0.9025857654889912,0.0,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9025857654889912,0.9025857654889912,0.0,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9025857654889912,0.9025857654889912,0.0,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8962785114045618,0.925610244097639,-0.029331732693077206,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8962785114045618,0.925610244097639,-0.029331732693077206,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8962785114045618,0.925610244097639,-0.029331732693077206,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9053671166403412,0.919957336633502,-0.014590219993160791,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9053671166403412,0.919957336633502,-0.014590219993160791,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9053671166403412,0.919957336633502,-0.014590219993160791,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8827721878224974,0.8971233230134159,-0.014351135190918463,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8827721878224974,0.8971233230134159,-0.014351135190918463,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8827721878224974,0.8971233230134159,-0.014351135190918463,123,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9133253301320527,0.901000400160064,0.012324929971988752,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9133253301320527,0.901000400160064,0.012324929971988752,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9133253301320527,0.901000400160064,0.012324929971988752,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9004416282642089,0.896473374295955,0.003968253968253954,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9004416282642089,0.896473374295955,0.003968253968253954,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9004416282642089,0.896473374295955,0.003968253968253954,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9137643912827658,0.9273830683255672,-0.013618677042801397,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9137643912827658,0.9273830683255672,-0.013618677042801397,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9137643912827658,0.9273830683255672,-0.013618677042801397,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.907394755677012,0.9132344329494436,-0.00583967727243162,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.907394755677012,0.9114613833040536,-0.004066627627041575,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.907394755677012,0.9114613833040536,-0.004066627627041575,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8646046504133164,0.8960021914629627,-0.031397541049646316,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8646046504133164,0.8960021914629627,-0.031397541049646316,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8646046504133164,0.8960021914629627,-0.031397541049646316,42,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.919915498367582,0.9105210933999104,0.009394404967671632,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.919915498367582,0.9105210933999104,0.009394404967671632,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.919915498367582,0.9105210933999104,0.009394404967671632,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8420374725995616,0.8883182130914095,-0.04628074049184783,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8420374725995616,0.8883182130914095,-0.04628074049184783,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8420374725995616,0.8883182130914095,-0.04628074049184783,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9355995134754496,0.94557006593688,-0.009970552461430415,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9355995134754496,0.94557006593688,-0.009970552461430415,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9355995134754496,0.94557006593688,-0.009970552461430415,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,999,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8934533124673969,0.9096570161711006,-0.01620370370370372,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,999,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8934533124673969,0.9096570161711006,-0.01620370370370372,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,999,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.8934533124673969,0.9096570161711006,-0.01620370370370372,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9152173913043478,0.8851046698872787,0.03011272141706911,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9152173913043478,0.8851046698872787,0.03011272141706911,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,unsw_dos_m2_centroid,train_cv,id_val,customary,native,0.9152173913043478,0.8851046698872787,0.03011272141706911,999,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.7869534600857819,0.7633314128416875,0.023622047244094446,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.7869534600857819,0.7633314128416875,0.023622047244094446,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.7869534600857819,0.7633314128416875,0.023622047244094446,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.823210968031264,0.8398680248574539,-0.016657056826189898,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.823210968031264,0.8398680248574539,-0.016657056826189898,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.823210968031264,0.8398680248574539,-0.016657056826189898,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.8648525387655823,0.8627322334416156,0.002120305323966676,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.8648525387655823,0.8627322334416156,0.002120305323966676,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.8648525387655823,0.8627322334416156,0.002120305323966676,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.851154566257541,0.8352962826647037,0.015858283592837363,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.851154566257541,0.8352962826647037,0.015858283592837363,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.851154566257541,0.8352962826647037,0.015858283592837363,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.8213971423542776,0.8395014320229124,-0.018104289668634754,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.8213971423542776,0.8395014320229124,-0.018104289668634754,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.8213971423542776,0.8395014320229124,-0.018104289668634754,123,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,7,42,unsw_dos_natural_cur,train_cv,id_val,customary,native,0.8071991711320847,0.8241488724482362,-0.016949701316151478,42,1000,unsw
