setting,qs,seed,fam,sel_c,sel_kernel,p1c_ood,p1c_id
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,123,classical_ext,100.0,laplacian_med,0.9498641807630572,0.988915044186518
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r2_full,0.9328435609334486,0.9830263932229206
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,42,classical_ext,100.0,laplacian_med,0.9498641807630572,0.988915044186518
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r2_full,0.9328435609334486,0.9830263932229206
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,999,classical_ext,100.0,laplacian_med,0.9498641807630572,0.988915044186518
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r2_full,0.9328435609334486,0.9830263932229206
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,123,classical_ext,100.0,laplacian_med,0.9503904441495108,0.9925338455342484
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r2_full,0.9341831538010432,0.9841135103317946
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,42,classical_ext,100.0,laplacian_med,0.950942930337356,0.9925338455342484
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r2_full,0.9341831538010432,0.9841135103317946
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,999,classical_ext,100.0,laplacian_med,0.9503904441495108,0.9925338455342484
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r2_full,0.9341831538010432,0.9841135103317946
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.9944044961577212,0.9871740638903422
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r1_full,0.9944044961577212,0.9814132463551928
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.9944044961577212,0.9871740638903422
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r1_full,0.9944044961577212,0.9814132463551928
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.9944044961577212,0.9871740638903422
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r1_full,0.9944044961577212,0.9814132463551928
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.9378156110229404,0.9797601319434436
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,123,quantum,1.0,zz_r1_full,0.9336315106045304,0.9859329714496166
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.9378156110229404,0.9797601319434436
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,42,quantum,1.0,zz_r1_full,0.9336315106045304,0.9859329714496166
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.9378156110229404,0.9797601319434436
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,999,quantum,1.0,zz_r1_full,0.9336315106045304,0.9859329714496166
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,123,classical_ext,100.0,laplacian_med,0.9431089743589745,0.9860709465972624
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,123,quantum,1.0,zz_r1_full,0.953044871794872,0.9834200886832464
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,42,classical_ext,100.0,laplacian_med,0.9431089743589745,0.9860709465972624
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,42,quantum,1.0,zz_r1_full,0.953044871794872,0.9834200886832464
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,999,classical_ext,100.0,laplacian_med,0.9431089743589745,0.9860709465972624
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,999,quantum,1.0,zz_r1_full,0.953044871794872,0.9834200886832464
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,123,classical_ext,10.0,laplacian_med,0.9923954372623572,0.982021411083196
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,123,quantum,1.0,zz_r1_full,0.994296577946768,0.9760925573282552
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,42,classical_ext,10.0,laplacian_med,0.9923954372623572,0.982021411083196
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,42,quantum,1.0,zz_r1_full,0.994296577946768,0.9760925573282552
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,999,classical_ext,10.0,laplacian_med,0.9923954372623572,0.982021411083196
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,999,quantum,1.0,zz_r1_full,0.994296577946768,0.9760925573282552
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,123,classical_ext,10.0,laplacian_med,0.9886363636363636,0.985991775868414
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,123,quantum,1.0,zz_r1_full,0.9924242424242424,0.9759356149698396
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,42,classical_ext,10.0,laplacian_med,0.9886363636363636,0.985991775868414
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,42,quantum,1.0,zz_r1_full,0.9924242424242424,0.9759356149698396
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,999,classical_ext,10.0,laplacian_med,0.9886363636363636,0.985991775868414
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,999,quantum,1.0,zz_r1_full,0.9924242424242424,0.9759356149698396
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,123,classical_ext,100.0,laplacian_med,0.958824661885739,0.9923954372623572
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,123,quantum,1.0,zz_r1_full,0.983748054740017,0.988176027979657
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,42,classical_ext,100.0,laplacian_med,0.958824661885739,0.9923954372623572
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,42,quantum,1.0,zz_r1_full,0.983748054740017,0.988176027979657
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,999,classical_ext,100.0,laplacian_med,0.958824661885739,0.9923954372623572
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,999,quantum,1.0,zz_r1_full,0.983748054740017,0.988176027979657
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,123,classical_ext,10.0,laplacian_med,0.9616739241803278,0.9941576941725204
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r1_full,0.9577676741803278,0.9941576941725204
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,42,classical_ext,10.0,laplacian_med,0.9616739241803278,0.9941576941725204
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r1_full,0.9577676741803278,0.9941576941725204
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,999,classical_ext,10.0,laplacian_med,0.9616739241803278,0.9941576941725204
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r1_full,0.9577676741803278,0.9941576941725204
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,123,classical_ext,100.0,laplacian_med,0.9338329902213072,0.993028846153846
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r1_full,0.9956896551724138,0.9908653846153846
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,42,classical_ext,100.0,laplacian_med,0.9338329902213072,0.993028846153846
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r1_full,0.9956896551724138,0.9908653846153846
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,999,classical_ext,100.0,laplacian_med,0.9338329902213072,0.993028846153846
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r1_full,0.9956896551724138,0.9908653846153846
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,123,classical_ext,100.0,laplacian_med,0.9647463112193404,0.9889064056754387
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r1_full,0.992954869510886,0.985851415858738
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,42,classical_ext,100.0,laplacian_med,0.9647463112193404,0.9889064056754387
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r1_full,0.992954869510886,0.985851415858738
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,999,classical_ext,100.0,laplacian_med,0.9647463112193404,0.9889064056754387
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r1_full,0.992954869510886,0.985851415858738
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.9931906614785992,0.9859323986940656
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r1_full,0.9899921538486174,0.9820273990141476
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.9931906614785992,0.9859323986940656
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r1_full,0.9899921538486174,0.9820273990141476
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.9931906614785992,0.9859323986940656
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r1_full,0.9899921538486174,0.9820273990141476
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,123,classical_ext,100.0,laplacian_med,0.8708270827082708,0.9882609532362564
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r2_full,0.9406040604060406,0.9841554942587722
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,42,classical_ext,100.0,laplacian_med,0.8708270827082708,0.9882609532362564
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r2_full,0.9406040604060406,0.9841554942587722
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,999,classical_ext,100.0,laplacian_med,0.8708270827082708,0.9882609532362564
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r2_full,0.9406040604060406,0.9841554942587722
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.953745983949406,0.988905918284425
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r2_full,0.945244389900522,0.9860956563514636
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.953745983949406,0.988905918284425
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r2_full,0.945244389900522,0.9860956563514636
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.953745983949406,0.988905918284425
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r2_full,0.945244389900522,0.9860956563514636
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.9499644358387956,0.990021778745722
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r2_full,0.956719156734222,0.987799457753678
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.9945295404814004,0.9900365942190024
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,42,quantum,1.0,zz_r2_full,0.956719156734222,0.987799457753678
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,999,classical_ext,100.0,laplacian_med,0.9499644358387956,0.990021778745722
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,999,quantum,1.0,zz_r2_full,0.956719156734222,0.987799457753678
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,123,classical_ext,100.0,laplacian_med,0.9632780370136032,0.9894431577439888
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r2_full,0.9564467336285986,0.9839023896414304
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,42,classical_ext,100.0,laplacian_med,0.9632780370136032,0.9894431577439888
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r2_full,0.9564467336285986,0.9839023896414304
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,999,classical_ext,100.0,laplacian_med,0.9632780370136032,0.9894431577439888
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r2_full,0.9564467336285986,0.9839023896414304
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,123,classical_ext,100.0,laplacian_med,0.9691037316528712,0.991171749598716
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r1_full,0.9872063965547896,0.9861402642301518
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,42,classical_ext,100.0,laplacian_med,0.9691037316528712,0.991171749598716
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r1_full,0.9872063965547896,0.9861402642301518
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,999,classical_ext,100.0,laplacian_med,0.9691037316528712,0.991171749598716
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r1_full,0.9872063965547896,0.9861402642301518
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.9585264977314114,0.9904352274243692
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r1_full,0.991669495972098,0.9876390666778694
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.9585264977314114,0.9904352274243692
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r1_full,0.991669495972098,0.9876390666778694
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.9585264977314114,0.9904352274243692
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r1_full,0.991669495972098,0.9876390666778694
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.9217687074829932,0.9057056864754098
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,quantum,1.0,pauli_xz_r1_full,0.912404961984794,0.8904008709016393
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.9217687074829932,0.9057056864754098
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,quantum,1.0,pauli_xz_r1_full,0.912404961984794,0.8904008709016393
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.9217687074829932,0.9057056864754098
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,quantum,1.0,pauli_xz_r1_full,0.912404961984794,0.8904008709016393
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,123,classical_ext,100.0,rbf_gscale,0.8971233230134159,0.8912023648865754
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,123,quantum,1.0,zmap_r2,0.9088622291021672,0.8741083477925583
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,42,classical_ext,100.0,rbf_gscale,0.8971233230134159,0.8912023648865754
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,42,quantum,1.0,zmap_r2,0.9088622291021672,0.8741083477925583
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,999,classical_ext,100.0,rbf_gscale,0.8971233230134159,0.8912023648865754
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,999,quantum,1.0,zmap_r2,0.9088622291021672,0.8741083477925583
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,classical_ext,100.0,rbf_gscale,0.9025857654889912,0.91412213740458
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,quantum,1.0,pauli_xz_r1_full,0.9342037890424988,0.8998011418307781
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,classical_ext,100.0,rbf_gscale,0.9025857654889912,0.91412213740458
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,quantum,1.0,pauli_xz_r1_full,0.9342037890424988,0.8998011418307781
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,classical_ext,100.0,rbf_gscale,0.9025857654889912,0.91412213740458
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,quantum,1.0,pauli_xz_r1_full,0.9342037890424988,0.8998011418307781
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,classical_ext,100.0,rbf_gscale,0.8931886562960119,0.9058631086022196
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,quantum,1.0,zz_r2_full,0.8625728186415722,0.9150362435050357
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,42,classical_ext,100.0,rbf_gscale,0.8911561359708084,0.9058631086022196
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,42,quantum,1.0,zz_r2_full,0.8625728186415722,0.9150362435050357
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,classical_ext,100.0,rbf_gscale,0.8911561359708084,0.9058631086022196
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,quantum,1.0,zz_r2_full,0.8625728186415722,0.9150362435050357
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,classical_ext,0.01,laplacian_med,0.6605005617886046,0.9076033084710508
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,quantum,1.0,pauli_xz_r1_full,0.9053671166403412,0.8890703456344757
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,classical_ext,0.01,laplacian_med,0.6605005617886046,0.9076033084710508
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,quantum,1.0,pauli_xz_r1_full,0.9053671166403412,0.8890703456344757
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,classical_ext,0.01,laplacian_med,0.6605005617886046,0.9076033084710508
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,quantum,1.0,pauli_xz_r1_full,0.9053671166403412,0.8890703456344757
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,123,classical_ext,100.0,laplacian_med,0.9278114041408464,0.898658136994851
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r2_full,0.9146971225440744,0.8820948905985573
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,42,classical_ext,100.0,laplacian_med,0.9278114041408464,0.898658136994851
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r2_full,0.9146971225440744,0.8820948905985573
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,999,classical_ext,100.0,laplacian_med,0.9278114041408464,0.898658136994851
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r2_full,0.9146971225440744,0.8820948905985573
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,123,classical_ext,100.0,laplacian_med,0.9217506525115692,0.9036328458293776
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r1_full,0.9006861379321388,0.899094292157876
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,42,classical_ext,100.0,laplacian_med,0.9217506525115692,0.9036328458293776
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r1_full,0.9006861379321388,0.899094292157876
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,999,classical_ext,10.0,laplacian_med,0.9308417799554852,0.9044940894651878
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r1_full,0.9006861379321388,0.899094292157876
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,123,classical_ext,100.0,matern15_med,0.9291850662384584,0.9142242086436004
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,123,quantum,1.0,zmap_r2,0.9216780409474108,0.9065097091457632
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,42,classical_ext,100.0,matern15_med,0.9291850662384584,0.9142242086436004
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,42,quantum,1.0,zmap_r2,0.9216780409474108,0.9065097091457632
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,999,classical_ext,100.0,matern15_med,0.9291850662384584,0.9142242086436004
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,999,quantum,1.0,zmap_r2,0.9216780409474108,0.9065097091457632
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.9400165653671788,0.9089861751152072
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r2_full,0.90319263441355,0.896473374295955
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.9400165653671788,0.9089861751152072
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r2_full,0.90319263441355,0.896473374295955
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.9400165653671788,0.9089861751152072
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r2_full,0.90319263441355,0.896473374295955
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,123,classical_ext,100.0,matern25_med,0.9258564581028872,0.9027018852706926
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r2_full,0.8773345196300038,0.8904123399536243
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,42,classical_ext,100.0,matern25_med,0.9258564581028872,0.9027018852706926
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r2_full,0.8773345196300038,0.8904123399536243
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,999,classical_ext,100.0,matern25_med,0.9258564581028872,0.9027018852706926
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r2_full,0.8773345196300038,0.8904123399536243
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,123,classical_ext,10.0,laplacian_med,0.9389585810212706,0.9171442687747036
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r1_full,0.940619710589377,0.9099061264822136
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,42,classical_ext,10.0,laplacian_med,0.9389585810212706,0.9171442687747036
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r1_full,0.940619710589377,0.9099061264822136
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,999,classical_ext,10.0,laplacian_med,0.9389585810212706,0.9171442687747036
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r1_full,0.940619710589377,0.9099061264822136
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,123,classical_ext,10.0,laplacian_med,0.9447797425504432,0.8981192054943059
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,123,quantum,1.0,zmap_r2,0.9072275919409678,0.8902145333334981
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,42,classical_ext,10.0,laplacian_med,0.9447797425504432,0.898664461764753
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,42,quantum,1.0,zmap_r2,0.9072275919409678,0.8902145333334981
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,999,classical_ext,10.0,laplacian_med,0.9447797425504432,0.898664461764753
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,999,quantum,1.0,zmap_r2,0.9072275919409678,0.8902145333334981
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,123,classical_ext,10.0,laplacian_med,0.9391331531006124,0.9046287743700944
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,123,quantum,1.0,zmap_r2,0.9451752326633092,0.8985828669653397
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,classical_ext,10.0,laplacian_med,0.9391331531006124,0.9046287743700944
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,quantum,1.0,zmap_r2,0.9451752326633092,0.8985828669653397
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,classical_ext,10.0,laplacian_med,0.9391331531006124,0.9046287743700944
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,quantum,1.0,zmap_r2,0.9451752326633092,0.8985828669653397
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,classical_ext,100.0,rbf_gscale,0.9493286944109908,0.901224203576314
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,quantum,1.0,zmap_r2,0.9544582720014274,0.8896253808660783
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,classical_ext,10.0,laplacian_med,0.9537891966635444,0.9017365517854408
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,quantum,1.0,zmap_r2,0.9544582720014274,0.8896253808660783
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,classical_ext,10.0,laplacian_med,0.9537891966635444,0.9017365517854408
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,quantum,1.0,zmap_r2,0.9544582720014274,0.8896253808660783
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,classical_ext,100.0,matern15_med,0.9391514794758054,0.9098345474749968
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,quantum,1.0,zmap_r2,0.9421553217722298,0.9040992715150018
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,classical_ext,100.0,matern15_med,0.9391514794758054,0.9098345474749968
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,quantum,1.0,zmap_r2,0.9421553217722298,0.9040992715150018
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,classical_ext,100.0,rbf_gscale,0.9355534230075276,0.909359180145697
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,quantum,1.0,zmap_r2,0.9421553217722298,0.9040992715150018
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,classical_ext,100.0,matern15_med,0.9120830731293336,0.906022321500056
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,quantum,1.0,zz_r2_full,0.8797217018142224,0.900746185009047
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,classical_ext,100.0,matern15_med,0.9120830731293336,0.906022321500056
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,quantum,1.0,zz_r2_full,0.8797217018142224,0.900746185009047
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,classical_ext,100.0,matern15_med,0.9120830731293336,0.906022321500056
